	2.667228206581955
一经	4.430816798843313
一统天下	5.529429087511423
一脉相承	5.529429087511423
一臂之力	5.123963979403259
一致	3.0037004432031678
一般	1.8531284156043473
一般说来	5.123963979403259
一落千丈	4.836281906951478
一见钟情	5.529429087511423
一览	3.824680995272998
一览无余	5.529429087511423
一角	4.613138355637268
一触即发	5.529429087511423
一贯	4.02535169073515
一起	2.8213788864092133
一起玩	5.529429087511423
一路	4.02535169073515
一路同行	5.529429087511423
一边	3.919991175077323
一连	5.529429087511423
一连串	5.529429087511423
一道	4.613138355637268
一部分	3.0037004432031678
一门	4.836281906951478
一阵	4.430816798843313
一阵子	5.529429087511423
一面	3.7376696182833684
丁开艳	5.529429087511423
丁点儿	5.529429087511423
丁辰灵	5.529429087511423
七	3.087082052142219
七年	5.529429087511423
七年之痒	5.529429087511423
七月	5.529429087511423
万	0.8335045382548677
万一	4.143134726391533
万万	4.836281906951478
万事俱备	5.123963979403259
万众	5.123963979403259
万分	5.529429087511423
万和	5.529429087511423
万家	4.430816798843313
万家乐	5.529429087511423
万小时	5.529429087511423
万科	5.123963979403259
万维	4.613138355637268
万网	5.123963979403259
万贯家财	5.529429087511423
万通	4.836281906951478
丈夫	5.529429087511423
三	1.1349799328389845
三五年	5.529429087511423
三分之一	5.123963979403259
三分之二	5.529429087511423
三分天下	5.529429087511423
三分球	5.529429087511423
三分钟	5.123963979403259
三包	4.613138355637268
三十	4.836281906951478
三千	5.123963979403259
三台	4.836281906951478
三围	4.836281906951478
三国	5.529429087511423
三季	4.276666119016055
三安	5.529429087511423
三宝	5.529429087511423
三小时	5.123963979403259
三开门	4.836281906951478
三方	5.529429087511423
三星	1.5130460667590344
三星在天	5.529429087511423
三星电子	4.276666119016055
三星级	5.529429087511423
三月	4.836281906951478
三步走	5.529429087511423
三洋	4.836281906951478
三点一	5.529429087511423
三点钟	5.123963979403259
三等奖	5.529429087511423
三维	4.836281906951478
三网	5.529429087511423
三脚架	5.529429087511423
三角架	5.529429087511423
三足鼎立	4.836281906951478
三轴	5.529429087511423
三防	4.143134726391533
上	0.27193371548364176
上万	4.143134726391533
上下	4.143134726391533
上下游	5.123963979403259
上下班	5.529429087511423
上人	5.529429087511423
上任	4.276666119016055
上传	4.613138355637268
上位	5.123963979403259
上升	3.1315338147130527
上午	3.58351893845611
上半场	5.529429087511423
上去	3.58351893845611
上台	5.123963979403259
上司	5.529429087511423
上周	2.8903717578961645
上场	5.529429087511423
上天	5.529429087511423
上尉	5.529429087511423
上层	5.529429087511423
上市	1.6582280766035324
上帝	5.529429087511423
上年	4.02535169073515
上当	5.123963979403259
上手	4.836281906951478
上报	5.529429087511423
上方	3.919991175077323
上映	5.123963979403259
上月	4.836281906951478
上来	4.276666119016055
上架	4.613138355637268
上次	5.529429087511423
上海	2.4849066497880004
上海公园	5.123963979403259
上海天文台	5.529429087511423
上海市	4.430816798843313
上海电信	4.836281906951478
上涨	3.332204510175204
上游	4.430816798843313
上演	3.919991175077323
上火	5.529429087511423
上班	4.143134726391533
上班族	4.613138355637268
上窜	5.529429087511423
上端	5.123963979403259
上策	5.529429087511423
上线	2.9267394020670396
上网	3.044522437723423
上色	5.529429087511423
上行	5.123963979403259
上装	5.123963979403259
上议院	5.529429087511423
上诉	4.276666119016055
上调	4.430816798843313
上路	5.123963979403259
上车	5.529429087511423
上述	2.461376152377806
上部	5.529429087511423
上门	5.123963979403259
上阵	5.529429087511423
上限	4.836281906951478
上面	3.919991175077323
上风	5.529429087511423
上马	5.529429087511423
下	0.5842215987376228
下一代	4.836281906951478
下乡	5.123963979403259
下体	5.529429087511423
下午	3.5145260669691587
下午茶	5.529429087511423
下半场	5.529429087511423
下半年	3.919991175077323
下去	3.087082052142219
下发	5.529429087511423
下同	4.836281906951478
下周	5.123963979403259
下场	4.836281906951478
下定决心	5.123963979403259
下属	5.123963979403259
下手	5.529429087511423
下拉	5.529429087511423
下挫	5.529429087511423
下方	4.02535169073515
下旬	4.143134726391533
下来	2.7568403652716422
下次	5.529429087511423
下水	5.529429087511423
下沉	5.529429087511423
下沉式	5.529429087511423
下游	4.613138355637268
下滑	2.559014621941722
下班	5.123963979403259
下移	5.123963979403259
下落不明	5.529429087511423
下行	4.613138355637268
下订单	5.529429087511423
下课	5.123963979403259
下调	3.7376696182833684
下跌	3.3893629240151526
下车	5.529429087511423
下载	2.8903717578961645
下载量	5.123963979403259
下降	2.4849066497880004
下限	5.529429087511423
下院	5.529429087511423
下面	3.5145260669691587
不	0.528844129268669
不一定	4.613138355637268
不一样	3.5145260669691587
不久	4.02535169073515
不久前	4.02535169073515
不乏	3.824680995272998
不争	5.529429087511423
不二法门	5.529429087511423
不亚于	5.123963979403259
不亦乐乎	5.529429087511423
不仅	1.9050881545350582
不休	5.529429087511423
不会	1.6686993764708278
不伦不类	5.123963979403259
不但	3.449987545831587
不住	5.529429087511423
不便	4.836281906951478
不俗	3.58351893845611
不修边幅	5.529429087511423
不停	4.02535169073515
不光	4.836281906951478
不免	4.836281906951478
不公平	5.529429087511423
不再	2.509004201367061
不准	5.123963979403259
不凡	4.613138355637268
不利	4.836281906951478
不及	3.919991175077323
不变	4.430816798843313
不只	5.123963979403259
不可动摇	5.529429087511423
不可思议	5.529429087511423
不可逆转	5.123963979403259
不同	1.5591371739593014
不同凡响	5.529429087511423
不善	5.123963979403259
不在话下	5.529429087511423
不堪	4.836281906951478
不堪一击	5.529429087511423
不声不响	5.529429087511423
不复	4.836281906951478
不夜城	5.529429087511423
不够	4.02535169073515
不大	2.7260687066048885
不失	4.613138355637268
不失为	5.123963979403259
不好	2.6390573296152584
不如	3.1780538303479458
不妙	5.123963979403259
不妨	3.1315338147130527
不定	4.143134726391533
不定期	5.529429087511423
不宜	5.123963979403259
不容	3.824680995272998
不对	3.919991175077323
不对称	5.529429087511423
不少	1.7566681494167848
不尽	5.123963979403259
不屈	4.613138355637268
不巧	5.123963979403259
不平	5.529429087511423
不幸	4.276666119016055
不当	5.123963979403259
不得	2.7568403652716422
不得而知	4.836281906951478
不必	3.657626910609832
不怕	4.430816798843313
不惜	5.123963979403259
不慎	5.529429087511423
不成	5.123963979403259
不拘一格	5.529429087511423
不挠	4.613138355637268
不断	2.2335922215070942
不无	5.123963979403259
不明	4.143134726391533
不明飞行物	5.123963979403259
不易	4.836281906951478
不是	1.4863778196768733
不是说	4.613138355637268
不景气	5.529429087511423
不曾	4.613138355637268
不服	5.529429087511423
不止	4.276666119016055
不求有功	4.836281906951478
不法	5.123963979403259
不消	5.529429087511423
不温不火	5.529429087511423
不满	4.276666119016055
不灵	5.529429087511423
不理	5.529429087511423
不甘	5.123963979403259
不甘寂寞	5.123963979403259
不甘示弱	4.836281906951478
不用	3.044522437723423
不由	5.529429087511423
不畅	4.836281906951478
不相上下	5.529429087511423
不相干	5.529429087511423
不知	3.657626910609832
不知道	3.7376696182833684
不确定性	4.836281906951478
不禁	4.613138355637268
不端	5.529429087511423
不符	5.529429087511423
不等	4.276666119016055
不算	3.278137288904928
不管	3.2268439945173775
不约而同	4.836281906951478
不绣钢	5.529429087511423
不置可否	4.836281906951478
不肯	5.123963979403259
不良	4.836281906951478
不行	4.276666119016055
不要	3.2268439945173775
不见	3.824680995272998
不规则	5.123963979403259
不觉	5.123963979403259
不解	5.529429087511423
不言而喻	5.123963979403259
不论	4.143134726391533
不败之地	5.529429087511423
不费吹灰之力	5.529429087511423
不起眼	5.529429087511423
不足	1.4267857224746276
不足为奇	5.529429087511423
不过	1.3862943611198906
不进则退	5.123963979403259
不远	5.123963979403259
不适	5.529429087511423
不适感	5.529429087511423
不通	4.836281906951478
不遗余力	5.123963979403259
不锈钢	4.430816798843313
不错	2.1972245773362196
不闻不问	5.529429087511423
不靠谱	4.836281906951478
不顾	5.529429087511423
与	0.5630940523117475
与众不同	5.123963979403259
与会	4.836281906951478
与会者	5.529429087511423
与其	3.58351893845611
与其说	5.123963979403259
与否	4.430816798843313
与日俱增	5.123963979403259
与此同时	3.1315338147130527
丑	5.529429087511423
丑闻	5.529429087511423
专	3.824680995272998
专业	3.0037004432031678
专业人士	5.123963979403259
专业化	5.123963979403259
专业性	5.529429087511423
专业版	5.123963979403259
专业级	5.529429087511423
专利	2.6390573296152584
专利号	4.836281906951478
专利权	4.276666119016055
专利法	5.529429087511423
专利费	5.123963979403259
专区	4.430816798843313
专卖	5.123963979403259
专卖店	3.58351893845611
专家	2.611658355427144
专家团	5.529429087511423
专心	5.529429087511423
专才	5.529429087511423
专攻	5.529429087511423
专柜	3.7376696182833684
专栏作家	5.529429087511423
专注	3.1780538303479458
专用	3.5145260669691587
专稿	5.529429087511423
专营	5.123963979403259
专营店	5.529429087511423
专访	5.123963979403259
专辑	5.123963979403259
专门	2.7885890635862225
专项	5.123963979403259
专题	4.613138355637268
专题会	5.123963979403259
且	2.4383866341531073
世	4.836281906951478
世博会	5.529429087511423
世界	2.330755969960742
世界末日	5.123963979403259
世界观	5.123963979403259
世界语	5.123963979403259
世纪	4.02535169073515
世纪佳缘	5.529429087511423
丘吉尔	5.529429087511423
丙	5.123963979403259
业	4.430816798843313
业余	5.529429087511423
业内	2.7568403652716422
业内人士	2.6390573296152584
业务	1.8787708462176849
业务范围	5.529429087511423
业务量	4.613138355637268
业已	5.529429087511423
业态	4.430816798843313
业界	2.7568403652716422
业绩	2.509004201367061
丛林	4.276666119016055
东	4.613138355637268
东京	5.529429087511423
东北	4.836281906951478
东北亚区	5.123963979403259
东北虎	5.529429087511423
东北部	5.529429087511423
东南亚	5.529429087511423
东方	4.613138355637268
东方人	5.529429087511423
东方剑桥	5.529429087511423
东盟	5.529429087511423
东航	5.529429087511423
东芝	4.02535169073515
东莞	5.529429087511423
东菱	4.836281906951478
东西	2.8903717578961645
东部	4.430816798843313
东风	5.529429087511423
丝	4.02535169073515
丝毫	4.836281906951478
丝绸	5.529429087511423
丝网	5.529429087511423
丢	5.123963979403259
丢失	5.529429087511423
丢掉	5.529429087511423
两	0.9808292530117262
两地	5.529429087511423
两开门	5.529429087511423
两手	5.529429087511423
两极	5.529429087511423
两栖类动物	5.529429087511423
两码事	5.123963979403259
两者	3.657626910609832
两败俱伤	5.529429087511423
两重天	5.123963979403259
两难	4.836281906951478
两面	5.529429087511423
严	5.529429087511423
严厉	4.836281906951478
严峻	4.143134726391533
严整	5.529429087511423
严格	3.7376696182833684
严肃	4.276666119016055
严谨	4.430816798843313
严酷	5.123963979403259
严重	3.278137288904928
严重性	5.123963979403259
丧命	5.529429087511423
丧失	4.02535169073515
个	0.5736020299101626
个人	2.461376152377806
个人主页	5.529429087511423
个人化	5.529429087511423
个位数	5.123963979403259
个体	5.123963979403259
个别	4.836281906951478
个协	5.529429087511423
个性	3.7376696182833684
个性化	4.430816798843313
个数	5.529429087511423
个案	4.613138355637268
个股	5.529429087511423
丫	5.529429087511423
丫鬟	5.529429087511423
中	0.46367449419408807
中下游	5.529429087511423
中东	5.529429087511423
中为	5.123963979403259
中亚	5.529429087511423
中产阶层	5.529429087511423
中介	5.123963979403259
中位数	5.529429087511423
中低端	4.430816798843313
中信	5.529429087511423
中共	5.529429087511423
中关村	4.836281906951478
中关村在线	4.836281906951478
中兴	3.5145260669691587
中兴通讯	4.276666119016055
中农	5.529429087511423
中午	3.919991175077323
中华	4.430816798843313
中华人民共和国	5.123963979403259
中华英才网	5.529429087511423
中南大学	5.529429087511423
中和	5.123963979403259
中国	1.192138346678933
中国人	4.836281906951478
中国企业家	5.529429087511423
中国区	3.824680995272998
中国博客	5.529429087511423
中国大陆	4.143134726391533
中国版	4.613138355637268
中国电影	5.529429087511423
中国移动	3.1780538303479458
中国联通	3.449987545831587
中国软件	5.529429087511423
中国银行	4.276666119016055
中国香港	5.123963979403259
中外	4.430816798843313
中央	3.824680995272998
中学	5.529429087511423
中将	4.276666119016055
中小型	5.529429087511423
中小板	5.123963979403259
中层	5.123963979403259
中山公园	5.123963979403259
中年	5.529429087511423
中广网	5.529429087511423
中庸之道	5.529429087511423
中心	2.128231705849268
中心化	5.529429087511423
中性	5.123963979403259
中意	5.123963979403259
中文	4.143134726391533
中文版	4.836281906951478
中断	5.529429087511423
中新社	5.529429087511423
中新网	4.613138355637268
中日	5.529429087511423
中期	4.430816798843313
中标	5.123963979403259
中概股	5.123963979403259
中毒	5.529429087511423
中游	5.529429087511423
中电	5.529429087511423
中看	5.529429087511423
中科院	5.123963979403259
中移动	4.613138355637268
中等	4.613138355637268
中粮	5.123963979403259
中线	5.123963979403259
中网	5.529429087511423
中老年	5.123963979403259
中胜	4.430816798843313
中能	5.123963979403259
中英对照	5.529429087511423
中观	5.529429087511423
中转站	5.529429087511423
中通	5.529429087511423
中都	4.836281906951478
中长期	5.529429087511423
中间	3.5145260669691587
中间商	5.529429087511423
中高端	4.276666119016055
丰厚	4.430816798843313
丰富	2.7568403652716422
丰收	5.529429087511423
丰满	5.529429087511423
丰硕	5.123963979403259
串	4.143134726391533
串流	5.529429087511423
串线	5.529429087511423
串联	5.529429087511423
临危	5.529429087511423
临床	5.529429087511423
临时	4.276666119016055
临时性	5.123963979403259
临近	4.613138355637268
丹尼尔曼德斯德奥利维拉	5.529429087511423
丹康	5.529429087511423
为	0.3090732624330985
为了	1.9598963910300533
为人	4.836281906951478
为人民服务	5.529429087511423
为什么	3.0037004432031678
为何	3.3893629240151526
为数	5.123963979403259
为数不多	5.529429087511423
为时	5.529429087511423
为期	3.58351893845611
为止	3.919991175077323
为此	3.3893629240151526
为由	4.836281906951478
为难	5.529429087511423
主	2.6390573296152584
主义	5.529429087511423
主人	3.824680995272998
主任	3.824680995272998
主体	5.123963979403259
主力	3.7376696182833684
主办	5.123963979403259
主办方	5.529429087511423
主动	3.278137288904928
主动权	4.836281906951478
主因	5.529429087511423
主场	5.123963979403259
主妇	5.529429087511423
主宰	5.529429087511423
主导	3.7376696182833684
主导权	5.529429087511423
主导者	5.529429087511423
主席	3.449987545831587
主张	5.123963979403259
主意	4.836281906951478
主战场	4.430816798843313
主打	3.278137288904928
主持	5.529429087511423
主持人	5.123963979403259
主控	5.529429087511423
主推	4.613138355637268
主攻	5.123963979403259
主旋律	4.836281906951478
主旨	5.529429087511423
主权	5.529429087511423
主板	3.7376696182833684
主流	2.611658355427144
主演	5.529429087511423
主界面	4.836281906951478
主管	3.7376696182833684
主线	5.123963979403259
主色调	5.123963979403259
主菜单	5.529429087511423
主营	4.143134726391533
主要	1.5040773967762742
主要功能	4.430816798843313
主观	4.430816798843313
主角	5.123963979403259
主频	2.533696813957432
主题	3.1780538303479458
丽	5.529429087511423
举	3.449987545831587
举例	3.919991175077323
举出	5.529429087511423
举办	3.449987545831587
举动	4.836281906951478
举家	5.529429087511423
举报	5.123963979403259
举措	4.836281906951478
举止	5.529429087511423
举步维艰	5.123963979403259
举行	3.1315338147130527
举起	4.836281906951478
举足轻重	5.123963979403259
乃	5.529429087511423
乃至	4.430816798843313
久	3.824680995272998
久负盛名	5.123963979403259
乇	5.529429087511423
么	4.02535169073515
义	5.529429087511423
义乌	5.529429087511423
义务	5.529429087511423
义塾	5.529429087511423
之	0.7888542645171289
之一	2.063693184711697
之前	1.5878472798417327
之后	1.7117167615545186
之外	2.4159137783010487
之所以	3.332204510175204
之间	1.9598963910300533
之际	4.143134726391533
乌兹别克斯坦	5.529429087511423
乌尔曼	5.529429087511423
乌迪科恩	5.529429087511423
乌龙	5.123963979403259
乏力	4.613138355637268
乐	2.8552804380848946
乐丰	5.529429087511423
乐于	5.529429087511423
乐享	5.123963979403259
乐会	5.529429087511423
乐意	4.613138355637268
乐淘	4.430816798843313
乐章	5.123963979403259
乐观	3.7376696182833684
乐购	5.529429087511423
乐趣	4.143134726391533
乐金	5.123963979403259
乒乓球	5.529429087511423
乔	5.123963979403259
乔基姆	5.529429087511423
乔基姆弗恩斯塔德	5.529429087511423
乔尼	5.529429087511423
乔布斯	3.5145260669691587
乔治	5.529429087511423
乔纳佩雷蒂	5.529429087511423
乔苏	5.529429087511423
乔颖	5.529429087511423
乘	4.430816798843313
乘凉	5.529429087511423
乘客	4.613138355637268
乙	5.529429087511423
九	4.02535169073515
九月	5.123963979403259
九月份	5.123963979403259
九阳	5.529429087511423
乞讨者	5.529429087511423
也	0.2487666562021073
也好	5.123963979403259
也许	3.332204510175204
习以为常	5.529429087511423
习俗	5.529429087511423
习性	5.529429087511423
习惯	2.696215743455207
习惯性	5.123963979403259
乡镇	5.123963979403259
书	3.824680995272998
书写	5.123963979403259
书包	5.529429087511423
书城	5.529429087511423
书店	5.529429087511423
书本	4.836281906951478
书签	4.836281906951478
书籍	4.613138355637268
书记	5.529429087511423
书记处	5.529429087511423
买	2.1795250002368185
买入	4.276666119016055
买入价	5.123963979403259
买单	4.276666119016055
买卖	4.613138355637268
买家	3.3893629240151526
买房	5.529429087511423
买断	5.123963979403259
买账	5.123963979403259
乱	4.836281906951478
乱叫	5.123963979403259
乾坤	5.529429087511423
了	0.1222573160513045
了事	4.836281906951478
了结	5.529429087511423
了解	1.6686993764708278
予	5.123963979403259
予以	4.276666119016055
争	4.613138355637268
争先	5.123963979403259
争先恐后	4.836281906951478
争取	4.613138355637268
争夺	4.143134726391533
争夺战	5.529429087511423
争抢	4.02535169073515
争斗	4.836281906951478
争相	4.836281906951478
争端	5.529429087511423
争议	4.430816798843313
争辩	5.123963979403259
争霸	4.836281906951478
事	2.611658355427144
事业	3.7376696182833684
事业群	5.123963979403259
事业费	5.529429087511423
事业部	4.613138355637268
事件	3.449987545831587
事儿	4.613138355637268
事先	4.613138355637268
事关重大	5.529429087511423
事务	4.836281906951478
事务性	5.529429087511423
事务所	4.143134726391533
事宜	3.919991175077323
事实	3.7376696182833684
事实上	2.533696813957432
事必躬亲	5.529429087511423
事态发展	5.529429087511423
事情	2.667228206581955
事故	4.430816798843313
事物	4.613138355637268
事项	5.529429087511423
二	2.063693184711697
二代	4.430816798843313
二十	4.430816798843313
二千亿	5.529429087511423
二手房	5.529429087511423
二极管	4.613138355637268
二次元	5.123963979403259
二等奖	5.529429087511423
二线	4.430816798843313
二维码	4.276666119016055
二者	5.123963979403259
于	0.8426789145309092
于丙超	5.123963979403259
于冬雪	5.529429087511423
于振伟	5.529429087511423
于是	3.58351893845611
于是乎	5.123963979403259
于良钏	5.529429087511423
于超	5.123963979403259
亏	3.5145260669691587
亏损	2.8903717578961645
亏损率	4.836281906951478
亏本	5.123963979403259
云	3.1315338147130527
云中	5.529429087511423
云图	5.529429087511423
云峰	5.123963979403259
云端	4.143134726391533
云锋	5.529429087511423
云集	4.613138355637268
互	5.123963979403259
互不	5.123963979403259
互动	3.2268439945173775
互动性	5.529429087511423
互动游戏	5.529429087511423
互惠	5.529429087511423
互相	5.123963979403259
互联	3.919991175077323
互联网	2.0481889981757315
互联网界	5.529429087511423
互补	5.123963979403259
互通	4.143134726391533
五	2.2335922215070942
五一	5.529429087511423
五亿	5.529429087511423
五分之一	5.529429087511423
五分钟	5.123963979403259
五十	1.6899767749181127
五味	5.529429087511423
五官	5.529429087511423
五折	3.657626910609832
五月份	5.529429087511423
五洲	5.529429087511423
五粮液	5.123963979403259
五金	5.529429087511423
井	5.123963979403259
井井有条	5.529429087511423
井喷	4.143134726391533
井喷式	5.529429087511423
亚	5.123963979403259
亚信	5.123963979403259
亚军	5.529429087511423
亚历克埃利森	5.529429087511423
亚历克西斯泰伦	5.529429087511423
亚商	5.529429087511423
亚太	5.529429087511423
亚洲	4.613138355637268
亚洲金融	5.123963979403259
亚维	5.529429087511423
亚裔	5.529429087511423
亚非	4.613138355637268
亚马逊	2.9644797300498866
些	3.332204510175204
些许	4.430816798843313
亡	5.529429087511423
亢	5.529429087511423
亢奋	4.836281906951478
交	3.824680995272998
交互	3.7376696182833684
交出	4.276666119016055
交割日	5.529429087511423
交叉	3.824680995272998
交友	4.836281906951478
交往	5.529429087511423
交战	5.529429087511423
交手	5.529429087511423
交换	4.613138355637268
交易	2.4159137783010487
交易会	5.123963979403259
交易所	4.613138355637268
交易量	4.02535169073515
交易额	2.7885890635862225
交椅	4.836281906951478
交流	3.449987545831587
交流电	5.529429087511423
交涉	4.613138355637268
交纳	5.123963979403259
交给	4.430816798843313
交规	5.123963979403259
交货	5.123963979403259
交费	5.529429087511423
交通	4.613138355637268
交通卡	5.529429087511423
交通银行	4.613138355637268
交道	5.529429087511423
交锋	4.613138355637268
交际	5.529429087511423
交际圈	5.529429087511423
亦	3.087082052142219
产	3.7376696182833684
产业	2.6390573296152584
产业化	4.836281906951478
产业园	5.529429087511423
产业群	5.123963979403259
产业链	2.9644797300498866
产出	5.529429087511423
产前	5.529429087511423
产品	0.8380812052822796
产品功能	5.529429087511423
产品名称	3.1780538303479458
产品形态	5.529429087511423
产品数量	5.529429087511423
产品类别	4.836281906951478
产品类型	4.836281906951478
产品线	4.02535169073515
产品重量	5.123963979403259
产权	4.02535169073515
产权法	5.123963979403259
产物	5.123963979403259
产生	2.4159137783010487
产能	4.430816798843313
产量	4.836281906951478
亨利博芬	5.123963979403259
亨利布罗吉特	5.529429087511423
享	4.836281906951478
享受	2.559014621941722
享有	4.613138355637268
享有盛誉	5.529429087511423
享用	5.529429087511423
京	4.613138355637268
京东	2.3939348715822737
京华	5.529429087511423
京港	5.529429087511423
京都	5.123963979403259
亮	3.919991175077323
亮丽	4.430816798843313
亮度	3.919991175077323
亮点	3.1780538303479458
亮相	4.613138355637268
亲	4.276666119016055
亲临	5.529429087511423
亲切感	5.529429087511423
亲和力	5.123963979403259
亲子	5.529429087511423
亲密	5.529429087511423
亲戚	4.836281906951478
亲手	5.529429087511423
亲授	5.529429087511423
亲笔	5.123963979403259
亲自	4.430816798843313
亲身	5.123963979403259
亲近	5.529429087511423
人	0.7932306391169279
人不知	5.529429087511423
人为	3.919991175077323
人事	5.123963979403259
人人	4.276666119016055
人人自危	5.123963979403259
人们	2.0794415416798357
人体	3.824680995272998
人像	5.529429087511423
人力	4.430816798843313
人口	4.430816798843313
人名	5.529429087511423
人员	2.0481889981757315
人和	5.123963979403259
人均	4.836281906951478
人士	1.791759469228055
人声	5.529429087511423
人大	4.836281906951478
人头	5.123963979403259
人家	5.529429087511423
人工	4.613138355637268
人工智能	4.836281906951478
人心	4.613138355637268
人性	4.836281906951478
人性化	3.278137288904928
人才	4.02535169073515
人数	3.3893629240151526
人本	5.529429087511423
人格化	5.529429087511423
人次	4.430816798843313
人民	4.430816798843313
人民币	2.9644797300498866
人气	3.3893629240151526
人流	5.123963979403259
人流量	5.529429087511423
人潮	5.529429087511423
人物	3.919991175077323
人犯	5.529429087511423
人生	5.123963979403259
人皆有之	5.529429087511423
人眼	5.123963979403259
人类	3.58351893845611
人群	2.8552804380848946
人脉	4.430816798843313
人脸	5.123963979403259
人迹罕至	5.123963979403259
人选	5.123963979403259
人际	5.123963979403259
亿	1.3397743454849977
亿万	4.613138355637268
亿万富翁	5.123963979403259
亿人	5.529429087511423
亿和	5.123963979403259
亿邦	5.529429087511423
什	5.529429087511423
什么	2.063693184711697
仅	1.2321436812926323
仅仅	2.533696813957432
仅次于	4.613138355637268
仇人	5.529429087511423
今	4.613138355637268
今冬	5.529429087511423
今后	3.58351893845611
今天	2.063693184711697
今年	1.1599812350444019
今年初	3.657626910609832
今年夏天	4.276666119016055
今年底	4.836281906951478
今日	3.1780538303479458
今昔	5.529429087511423
今晚	5.529429087511423
今村昌志	5.123963979403259
介于	5.123963979403259
介入	4.276666119016055
介意	5.123963979403259
介绍	2.0178836486804026
介质	5.123963979403259
仍	1.9050881545350582
仍旧	5.123963979403259
仍然	2.5849901083449827
从	0.7336385419146823
从不	5.123963979403259
从业	5.123963979403259
从业者	4.613138355637268
从中	3.919991175077323
从事	3.3893629240151526
从前	4.613138355637268
从头	5.529429087511423
从头到尾	5.529429087511423
从容	5.123963979403259
从容不迫	5.529429087511423
从未	4.02535169073515
从来	4.613138355637268
从此	4.143134726391533
从而	2.559014621941722
仓	3.824680995272998
仓促	5.123963979403259
仓储	3.3893629240151526
仓库	3.58351893845611
仔细	4.02535169073515
仕	5.529429087511423
他	1.5976034547870976
